0.019 pkt: 0 | received
8.456 ACK: 3900 | sent
8.459 pkt: 3869 | received
8.459 ACK: 3900 | sent
8.459 pkt: 3869 | received
8.459 ACK: 3900 | sent
8.461 pkt: 3869 | received
8.461 ACK: 3900 | sent
8.461 pkt: 3869 | received
8.461 ACK: 3900 | sent
8.464 pkt: 3869 | received
8.464 ACK: 3900 | sent
8.464 pkt: 3869 | received
8.464 ACK: 3900 | sent
8.465 pkt: 3869 | received
8.465 ACK: 3900 | sent
8.469 pkt: 3869 | received
8.469 ACK: 3900 | sent
8.469 pkt: 3869 | received
8.469 ACK: 3900 | sent
8.470 pkt: 3869 | received
8.470 ACK: 3900 | sent
8.473 pkt: 3869 | received
8.473 ACK: 3900 | sent
8.473 pkt: 3869 | received
8.473 ACK: 3900 | sent
8.476 pkt: 3869 | received
8.476 ACK: 3900 | sent
8.480 pkt: 3901 | received
8.480 ACK: 3901 | sent
8.480 pkt: 3902 | received
8.480 ACK: 3902 | sent
8.481 pkt: 3903 | received
8.481 ACK: 3903 | sent
8.483 pkt: 3904 | received
8.483 ACK: 3904 | sent
8.483 pkt: 3905 | received
8.483 ACK: 3905 | sent
8.485 pkt: 3906 | received
8.485 ACK: 3906 | sent
8.485 pkt: 3907 | received
8.486 ACK: 3907 | sent
8.487 pkt: 3908 | received
8.487 ACK: 3908 | sent
8.488 pkt: 3909 | received
8.489 ACK: 3909 | sent
8.489 pkt: 3910 | received
8.489 ACK: 3910 | sent
8.491 pkt: 3911 | received
8.491 ACK: 3911 | sent
8.491 pkt: 3912 | received
8.492 ACK: 3912 | sent
8.492 pkt: 3913 | received
8.493 ACK: 3913 | sent
8.495 pkt: 3914 | received
8.496 ACK: 3914 | sent
8.496 pkt: 3915 | received
8.496 ACK: 3915 | sent
8.496 pkt: 3916 | received
8.496 ACK: 3916 | sent
8.498 pkt: 3917 | received
8.498 ACK: 3917 | sent
8.498 pkt: 3918 | received
8.498 ACK: 3918 | sent
8.499 pkt: 3919 | received
8.500 ACK: 3919 | sent
8.500 pkt: 3920 | received
8.501 ACK: 3920 | sent
8.501 pkt: 3921 | received
8.502 ACK: 3921 | sent
8.503 pkt: 3923 | received
8.503 ACK: 3921 | sent
8.504 pkt: 3924 | received
8.504 ACK: 3921 | sent
8.505 pkt: 3925 | received
8.505 ACK: 3921 | sent
8.507 pkt: 3927 | received
8.507 ACK: 3921 | sent
8.507 pkt: 3928 | received
8.507 ACK: 3921 | sent
8.509 pkt: 3929 | received
8.509 ACK: 3921 | sent
8.510 pkt: 3930 | received
8.510 ACK: 3921 | sent
8.511 pkt: 3931 | received
8.511 ACK: 3921 | sent
8.512 pkt: 3932 | received
8.512 ACK: 3921 | sent
8.513 pkt: 3901 | received
8.513 ACK: 3921 | sent
8.514 pkt: 3901 | received
8.514 ACK: 3921 | sent
8.516 pkt: 3901 | received
8.516 ACK: 3921 | sent
8.517 pkt: 3901 | received
8.517 ACK: 3921 | sent
8.518 pkt: 3901 | received
8.518 ACK: 3921 | sent
8.519 pkt: 3901 | received
8.519 ACK: 3921 | sent
8.520 pkt: 3901 | received
8.520 ACK: 3921 | sent
8.522 pkt: 3933 | received
8.522 ACK: 3921 | sent
8.523 pkt: 3934 | received
8.523 ACK: 3921 | sent
8.524 pkt: 3935 | received
8.524 ACK: 3921 | sent
8.525 pkt: 3936 | received
8.525 ACK: 3921 | sent
8.526 pkt: 3937 | received
8.526 ACK: 3921 | sent
8.527 pkt: 3938 | received
8.530 ACK: 3921 | sent
8.530 pkt: 3939 | received
8.530 ACK: 3921 | sent
8.530 pkt: 3940 | received
8.530 ACK: 3921 | sent
8.530 pkt: 3941 | received
8.531 ACK: 3921 | sent
8.532 pkt: 3942 | received
8.532 ACK: 3921 | sent
8.539 pkt: 3943 | received
8.540 ACK: 3921 | sent
8.541 pkt: 3944 | received
8.541 ACK: 3921 | sent
8.541 pkt: 3945 | received
8.541 ACK: 3921 | sent
8.541 pkt: 3946 | received
8.541 ACK: 3921 | sent
8.549 pkt: 3947 | received
8.550 ACK: 3921 | sent
8.550 pkt: 3948 | received
8.550 ACK: 3921 | sent
8.550 pkt: 3949 | received
8.551 ACK: 3921 | sent
8.554 pkt: 3950 | received
8.554 ACK: 3921 | sent
8.554 pkt: 3952 | received
8.554 ACK: 3921 | sent
8.555 pkt: 3953 | received
8.555 ACK: 3921 | sent
8.563 pkt: 3922 | received
8.564 ACK: 3925 | sent
8.564 pkt: 3922 | received
8.564 ACK: 3925 | sent
8.565 pkt: 3922 | received
8.565 ACK: 3925 | sent
8.565 pkt: 3922 | received
8.565 ACK: 3925 | sent
8.566 pkt: 3922 | received
8.566 ACK: 3925 | sent
8.567 pkt: 3922 | received
8.567 ACK: 3925 | sent
8.568 pkt: 3922 | received
8.568 ACK: 3925 | sent
8.569 pkt: 3922 | received
8.569 ACK: 3925 | sent
8.571 pkt: 3922 | received
8.571 ACK: 3925 | sent
8.572 pkt: 3922 | received
8.572 ACK: 3925 | sent
8.573 pkt: 3922 | received
8.573 ACK: 3925 | sent
8.574 pkt: 3922 | received
8.574 ACK: 3925 | sent
8.580 pkt: 3922 | received
8.580 ACK: 3925 | sent
8.580 pkt: 3922 | received
8.580 ACK: 3925 | sent
8.581 pkt: 3922 | received
8.582 ACK: 3925 | sent
8.582 pkt: 3922 | received
8.582 ACK: 3925 | sent
8.586 pkt: 3922 | received
8.586 ACK: 3925 | sent
8.586 pkt: 3922 | received
8.586 ACK: 3925 | sent
8.586 pkt: 3954 | received
8.586 ACK: 3925 | sent
8.587 pkt: 3955 | received
8.587 ACK: 3925 | sent
8.588 pkt: 3956 | received
8.588 ACK: 3925 | sent
8.590 pkt: 3957 | received
8.590 ACK: 3925 | sent
8.590 pkt: 3926 | received
8.590 ACK: 3950 | sent
8.592 pkt: 3926 | received
8.592 ACK: 3950 | sent
8.592 pkt: 3926 | received
8.592 ACK: 3950 | sent
8.596 pkt: 3926 | received
8.596 ACK: 3950 | sent
8.596 pkt: 3926 | received
8.596 ACK: 3950 | sent
8.601 pkt: 3926 | received
8.601 ACK: 3950 | sent
8.603 pkt: 3926 | received
8.603 ACK: 3950 | sent
8.609 pkt: 3926 | received
8.609 ACK: 3950 | sent
8.609 pkt: 3926 | received
8.609 ACK: 3950 | sent
8.611 pkt: 3926 | received
8.611 ACK: 3950 | sent
8.611 pkt: 3958 | received
8.612 ACK: 3950 | sent
8.613 pkt: 3959 | received
8.613 ACK: 3950 | sent
8.616 pkt: 3960 | received
8.616 ACK: 3950 | sent
8.616 pkt: 3961 | received
8.616 ACK: 3950 | sent
8.617 pkt: 3962 | received
8.617 ACK: 3950 | sent
8.619 pkt: 3963 | received
8.619 ACK: 3950 | sent
8.620 pkt: 3964 | received
8.620 ACK: 3950 | sent
8.621 pkt: 3965 | received
8.621 ACK: 3950 | sent
8.622 pkt: 3966 | received
8.622 ACK: 3950 | sent
8.623 pkt: 3967 | received
8.623 ACK: 3950 | sent
8.624 pkt: 3968 | received
8.624 ACK: 3950 | sent
8.625 pkt: 3969 | received
8.626 ACK: 3950 | sent
8.626 pkt: 3970 | received
8.626 ACK: 3950 | sent
8.627 pkt: 3971 | received
8.627 ACK: 3950 | sent
8.628 pkt: 3972 | received
8.628 ACK: 3950 | sent
8.630 pkt: 3973 | received
8.630 ACK: 3950 | sent
8.631 pkt: 3974 | received
8.631 ACK: 3950 | sent
8.632 pkt: 3975 | received
8.632 ACK: 3950 | sent
8.633 pkt: 3976 | received
8.634 ACK: 3950 | sent
8.634 pkt: 3977 | received
8.635 ACK: 3950 | sent
8.635 pkt: 3978 | received
8.635 ACK: 3950 | sent
8.637 pkt: 3980 | received
8.637 ACK: 3950 | sent
8.637 pkt: 3981 | received
8.638 ACK: 3950 | sent
8.639 pkt: 3982 | received
8.639 ACK: 3950 | sent
8.640 pkt: 3951 | received
8.640 ACK: 3978 | sent
8.641 pkt: 3951 | received
8.641 ACK: 3978 | sent
8.643 pkt: 3951 | received
8.643 ACK: 3978 | sent
8.643 pkt: 3951 | received
8.643 ACK: 3978 | sent
8.645 pkt: 3951 | received
8.645 ACK: 3978 | sent
8.646 pkt: 3951 | received
8.646 ACK: 3978 | sent
8.647 pkt: 3951 | received
8.647 ACK: 3978 | sent
8.648 pkt: 3951 | received
8.648 ACK: 3978 | sent
8.649 pkt: 3951 | received
8.649 ACK: 3978 | sent
8.650 pkt: 3951 | received
8.651 ACK: 3978 | sent
8.653 pkt: 3951 | received
8.653 ACK: 3978 | sent
8.654 pkt: 3951 | received
8.655 ACK: 3978 | sent
8.656 pkt: 3951 | received
8.657 ACK: 3978 | sent
8.660 pkt: 3951 | received
8.660 ACK: 3978 | sent
8.661 pkt: 3983 | received
8.661 ACK: 3978 | sent
8.661 pkt: 3984 | received
8.661 ACK: 3978 | sent
8.663 pkt: 3985 | received
8.663 ACK: 3978 | sent
8.663 pkt: 3986 | received
8.663 ACK: 3978 | sent
8.665 pkt: 3987 | received
8.665 ACK: 3978 | sent
8.666 pkt: 3988 | received
8.666 ACK: 3978 | sent
8.667 pkt: 3989 | received
8.667 ACK: 3978 | sent
8.669 pkt: 3990 | received
8.669 ACK: 3978 | sent
8.669 pkt: 3991 | received
8.669 ACK: 3978 | sent
8.671 pkt: 3992 | received
8.671 ACK: 3978 | sent
8.671 pkt: 3993 | received
8.671 ACK: 3978 | sent
8.672 pkt: 3994 | received
8.673 ACK: 3978 | sent
8.674 pkt: 3995 | received
8.674 ACK: 3978 | sent
8.675 pkt: 3996 | received
8.675 ACK: 3978 | sent
8.676 pkt: 3997 | received
8.676 ACK: 3978 | sent
8.677 pkt: 3998 | received
8.677 ACK: 3978 | sent
8.678 pkt: 3999 | received
8.678 ACK: 3978 | sent
8.679 pkt: 4000 | received
8.679 ACK: 3978 | sent
8.680 pkt: 4001 | received
8.680 ACK: 3978 | sent
8.682 pkt: 4002 | received
8.682 ACK: 3978 | sent
8.683 pkt: 4003 | received
8.683 ACK: 3978 | sent
8.685 pkt: 4004 | received
8.685 ACK: 3978 | sent
8.685 pkt: 4005 | received
8.685 ACK: 3978 | sent
8.687 pkt: 4006 | received
8.687 ACK: 3978 | sent
8.688 pkt: 4007 | received
8.688 ACK: 3978 | sent
8.689 pkt: 4008 | received
8.689 ACK: 3978 | sent
8.690 pkt: 4009 | received
8.690 ACK: 3978 | sent
8.691 pkt: 4010 | received
8.691 ACK: 3978 | sent
8.692 pkt: 3979 | received
8.692 ACK: 4010 | sent
8.693 pkt: 3979 | received
8.693 ACK: 4010 | sent
8.695 pkt: 3979 | received
8.695 ACK: 4010 | sent
8.696 pkt: 3979 | received
8.696 ACK: 4010 | sent
8.697 pkt: 3979 | received
8.697 ACK: 4010 | sent
8.698 pkt: 3979 | received
8.698 ACK: 4010 | sent
8.699 pkt: 3979 | received
8.699 ACK: 4010 | sent
8.701 pkt: 3979 | received
8.701 ACK: 4010 | sent
8.701 pkt: 3979 | received
8.701 ACK: 4010 | sent
8.703 pkt: 3979 | received
8.703 ACK: 4010 | sent
8.704 pkt: 3979 | received
8.704 ACK: 4010 | sent
8.705 pkt: 3979 | received
8.705 ACK: 4010 | sent
8.706 pkt: 3979 | received
8.706 ACK: 4010 | sent
8.707 pkt: 3979 | received
8.707 ACK: 4010 | sent
8.708 pkt: 3979 | received
8.708 ACK: 4010 | sent
8.710 pkt: 3979 | received
8.710 ACK: 4010 | sent
8.710 pkt: 3979 | received
8.710 ACK: 4010 | sent
8.712 pkt: 3979 | received
8.712 ACK: 4010 | sent
8.714 pkt: 3979 | received
8.714 ACK: 4010 | sent
8.714 pkt: 4011 | received
8.714 ACK: 4011 | sent
8.715 pkt: 4012 | received
8.715 ACK: 4012 | sent
8.716 pkt: 4013 | received
8.716 ACK: 4013 | sent
8.718 pkt: 4014 | received
8.718 ACK: 4014 | sent
8.718 pkt: 4015 | received
8.718 ACK: 4015 | sent
8.720 pkt: 4016 | received
8.722 ACK: 4016 | sent
8.722 pkt: 4017 | received
8.723 ACK: 4017 | sent
8.723 pkt: 4018 | received
8.723 ACK: 4018 | sent
8.723 pkt: 4019 | received
8.723 ACK: 4019 | sent
8.725 pkt: 4020 | received
8.727 ACK: 4020 | sent
8.727 pkt: 4021 | received
8.727 ACK: 4021 | sent
8.727 pkt: 4022 | received
8.727 ACK: 4022 | sent
8.728 pkt: 4023 | received
8.728 ACK: 4023 | sent
8.729 pkt: 4024 | received
8.729 ACK: 4024 | sent
8.730 pkt: 4025 | received
8.730 ACK: 4025 | sent
8.732 pkt: 4026 | received
8.732 ACK: 4026 | sent
8.733 pkt: 4027 | received
8.733 ACK: 4027 | sent
8.734 pkt: 4028 | received
8.734 ACK: 4028 | sent
8.735 pkt: 4029 | received
8.735 ACK: 4029 | sent
8.737 pkt: 4030 | received
8.737 ACK: 4030 | sent
8.737 pkt: 4031 | received
8.738 ACK: 4031 | sent
8.739 pkt: 4032 | received
8.739 ACK: 4032 | sent
8.740 pkt: 4033 | received
8.740 ACK: 4033 | sent
8.741 pkt: 4034 | received
8.741 ACK: 4034 | sent
8.743 pkt: 4035 | received
8.743 ACK: 4035 | sent
8.743 pkt: 4036 | received
8.743 ACK: 4036 | sent
8.759 pkt: 4037 | received
8.759 ACK: 4037 | sent
8.759 pkt: 4038 | received
8.759 ACK: 4038 | sent
8.760 pkt: 4039 | received
8.760 ACK: 4039 | sent
8.762 pkt: 4040 | received
8.762 ACK: 4040 | sent
8.763 pkt: 4041 | received
8.763 ACK: 4041 | sent
8.764 pkt: 4042 | received
8.764 ACK: 4042 | sent
8.765 pkt: 4011 | received
8.765 ACK: 4042 | sent
8.769 pkt: 4011 | received
8.769 ACK: 4042 | sent
8.769 pkt: 4011 | received
8.769 ACK: 4042 | sent
8.772 pkt: 4011 | received
8.772 ACK: 4042 | sent
8.772 pkt: 4011 | received
8.772 ACK: 4042 | sent
8.773 pkt: 4011 | received
8.773 ACK: 4042 | sent
8.774 pkt: 4011 | received
8.774 ACK: 4042 | sent
8.788 pkt: 4011 | received
8.788 ACK: 4042 | sent
8.788 pkt: 4011 | received
8.788 ACK: 4042 | sent
8.789 pkt: 4043 | received
8.790 ACK: 4043 | sent
8.790 pkt: 4044 | received
8.790 ACK: 4044 | sent
8.793 pkt: 4045 | received
8.793 ACK: 4045 | sent
8.794 pkt: 4046 | received
8.794 ACK: 4046 | sent
8.794 pkt: 4048 | received
8.794 ACK: 4046 | sent
8.805 pkt: 4049 | received
8.807 ACK: 4046 | sent
8.807 pkt: 4050 | received
8.807 ACK: 4046 | sent
8.807 pkt: 4051 | received
8.807 ACK: 4046 | sent
8.810 pkt: 4052 | received
8.810 ACK: 4046 | sent
8.810 pkt: 4053 | received
8.810 ACK: 4046 | sent
8.811 pkt: 4054 | received
8.811 ACK: 4046 | sent
8.812 pkt: 4055 | received
8.812 ACK: 4046 | sent
8.813 pkt: 4056 | received
8.813 ACK: 4046 | sent
8.814 pkt: 4057 | received
8.814 ACK: 4046 | sent
8.817 pkt: 4058 | received
8.817 ACK: 4046 | sent
8.817 pkt: 4059 | received
8.817 ACK: 4046 | sent
8.818 pkt: 4060 | received
8.818 ACK: 4046 | sent
8.820 pkt: 4061 | received
8.820 ACK: 4046 | sent
8.820 pkt: 4062 | received
8.820 ACK: 4046 | sent
8.822 pkt: 4063 | received
8.822 ACK: 4046 | sent
8.822 pkt: 4064 | received
8.822 ACK: 4046 | sent
8.824 pkt: 4065 | received
8.824 ACK: 4046 | sent
8.826 pkt: 4066 | received
8.826 ACK: 4046 | sent
8.826 pkt: 4067 | received
8.826 ACK: 4046 | sent
8.827 pkt: 4068 | received
8.827 ACK: 4046 | sent
8.829 pkt: 4069 | received
8.830 ACK: 4046 | sent
8.830 pkt: 4070 | received
8.830 ACK: 4046 | sent
8.830 pkt: 4071 | received
8.830 ACK: 4046 | sent
8.831 pkt: 4072 | received
8.832 ACK: 4046 | sent
8.833 pkt: 4073 | received
8.834 ACK: 4046 | sent
8.834 pkt: 4074 | received
8.834 ACK: 4046 | sent
8.836 pkt: 4043 | received
8.836 ACK: 4046 | sent
8.836 pkt: 4043 | received
8.836 ACK: 4046 | sent
8.837 pkt: 4043 | received
8.837 ACK: 4046 | sent
8.838 pkt: 4043 | received
8.838 ACK: 4046 | sent
8.839 pkt: 4075 | received
8.839 ACK: 4046 | sent
8.840 pkt: 4076 | received
8.840 ACK: 4046 | sent
8.841 pkt: 4077 | received
8.841 ACK: 4046 | sent
8.843 pkt: 4078 | received
8.843 ACK: 4046 | sent
8.844 pkt: 4047 | received
8.844 ACK: 4078 | sent
8.845 pkt: 4047 | received
8.845 ACK: 4078 | sent
8.846 pkt: 4047 | received
8.846 ACK: 4078 | sent
8.847 pkt: 4047 | received
8.847 ACK: 4078 | sent
8.849 pkt: 4047 | received
8.849 ACK: 4078 | sent
8.849 pkt: 4047 | received
8.850 ACK: 4078 | sent
8.851 pkt: 4047 | received
8.851 ACK: 4078 | sent
8.852 pkt: 4047 | received
8.852 ACK: 4078 | sent
8.853 pkt: 4047 | received
8.854 ACK: 4078 | sent
8.854 pkt: 4047 | received
8.854 ACK: 4078 | sent
8.855 pkt: 4047 | received
8.855 ACK: 4078 | sent
8.856 pkt: 4047 | received
8.856 ACK: 4078 | sent
8.858 pkt: 4047 | received
8.858 ACK: 4078 | sent
8.859 pkt: 4047 | received
8.859 ACK: 4078 | sent
8.860 pkt: 4047 | received
8.860 ACK: 4078 | sent
8.862 pkt: 4047 | received
8.862 ACK: 4078 | sent
8.864 pkt: 4047 | received
8.864 ACK: 4078 | sent
8.865 pkt: 4079 | received
8.865 ACK: 4079 | sent
8.866 pkt: 4080 | received
8.866 ACK: 4080 | sent
8.867 pkt: 4081 | received
8.867 ACK: 4081 | sent
8.868 pkt: 4082 | received
8.868 ACK: 4082 | sent
8.869 pkt: 4083 | received
8.869 ACK: 4083 | sent
8.871 pkt: 4084 | received
8.871 ACK: 4084 | sent
8.872 pkt: 4085 | received
8.872 ACK: 4085 | sent
8.873 pkt: 4086 | received
8.873 ACK: 4086 | sent
8.874 pkt: 4088 | received
8.874 ACK: 4086 | sent
8.879 pkt: 4089 | received
8.879 ACK: 4086 | sent
8.879 pkt: 4090 | received
8.879 ACK: 4086 | sent
8.880 pkt: 4091 | received
8.880 ACK: 4086 | sent
8.891 pkt: 4092 | received
8.891 ACK: 4086 | sent
8.891 pkt: 4093 | received
8.891 ACK: 4086 | sent
8.892 pkt: 4094 | received
8.892 ACK: 4086 | sent
8.893 pkt: 4095 | received
8.894 ACK: 4086 | sent
8.896 pkt: 4096 | received
8.896 ACK: 4086 | sent
8.896 pkt: 4097 | received
8.896 ACK: 4086 | sent
8.897 pkt: 4098 | received
8.897 ACK: 4086 | sent
8.900 pkt: 4099 | received
8.900 ACK: 4086 | sent
8.900 pkt: 4100 | received
8.900 ACK: 4086 | sent
8.901 pkt: 4101 | received
8.901 ACK: 4086 | sent
8.920 pkt: 4102 | received
8.920 ACK: 4086 | sent
8.920 pkt: 4103 | received
8.920 ACK: 4086 | sent
8.921 pkt: 4104 | received
8.921 ACK: 4086 | sent
8.926 pkt: 4105 | received
8.926 ACK: 4086 | sent
8.926 pkt: 4106 | received
8.926 ACK: 4086 | sent
8.929 pkt: 4107 | received
8.930 ACK: 4086 | sent
8.930 pkt: 4108 | received
8.930 ACK: 4086 | sent
8.931 pkt: 4109 | received
8.932 ACK: 4086 | sent
8.932 pkt: 4110 | received
8.933 ACK: 4086 | sent
8.933 pkt: 4079 | received
8.933 ACK: 4086 | sent
8.935 pkt: 4079 | received
8.935 ACK: 4086 | sent
8.943 pkt: 4079 | received
8.943 ACK: 4086 | sent
8.943 pkt: 4079 | received
8.943 ACK: 4086 | sent
8.944 pkt: 4079 | received
8.944 ACK: 4086 | sent
8.946 pkt: 4079 | received
8.946 ACK: 4086 | sent
8.946 pkt: 4079 | received
8.947 ACK: 4086 | sent
8.947 pkt: 4079 | received
8.947 ACK: 4086 | sent
8.952 pkt: 4112 | received
8.952 ACK: 4086 | sent
8.952 pkt: 4113 | received
8.952 ACK: 4086 | sent
8.953 pkt: 4114 | received
8.953 ACK: 4086 | sent
8.971 pkt: 4115 | received
8.971 ACK: 4086 | sent
8.971 pkt: 4116 | received
8.971 ACK: 4086 | sent
8.976 pkt: 4117 | received
8.976 ACK: 4086 | sent
8.976 pkt: 4118 | received
8.976 ACK: 4086 | sent
8.978 pkt: 4087 | received
8.978 ACK: 4110 | sent
9.000 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.004 pkt: 4087 | received
9.004 ACK: 4110 | sent
9.006 pkt: 4087 | received
9.006 ACK: 4110 | sent
9.006 pkt: 4087 | received
9.006 ACK: 4110 | sent
9.020 pkt: 4087 | received
9.020 ACK: 4110 | sent
9.020 pkt: 4087 | received
9.020 ACK: 4110 | sent
9.022 pkt: 4087 | received
9.022 ACK: 4110 | sent
9.024 pkt: 4087 | received
9.024 ACK: 4110 | sent
9.024 pkt: 4087 | received
9.024 ACK: 4110 | sent
9.026 pkt: 4087 | received
9.026 ACK: 4110 | sent
9.026 pkt: 4087 | received
9.030 ACK: 4110 | sent
9.031 pkt: 4119 | received
9.031 ACK: 4110 | sent
9.031 pkt: 4120 | received
9.031 ACK: 4110 | sent
9.034 pkt: 4121 | received
9.035 ACK: 4110 | sent
9.036 pkt: 4122 | received
9.037 ACK: 4110 | sent
9.037 pkt: 4123 | received
9.037 ACK: 4110 | sent
9.037 pkt: 4124 | received
9.037 ACK: 4110 | sent
9.037 pkt: 4125 | received
9.037 ACK: 4110 | sent
9.039 pkt: 4126 | received
9.039 ACK: 4110 | sent
9.039 pkt: 4128 | received
9.039 ACK: 4110 | sent
9.040 pkt: 4129 | received
9.041 ACK: 4110 | sent
9.042 pkt: 4130 | received
9.042 ACK: 4110 | sent
9.042 pkt: 4131 | received
9.042 ACK: 4110 | sent
9.043 pkt: 4132 | received
9.044 ACK: 4110 | sent
9.046 pkt: 4133 | received
9.046 ACK: 4110 | sent
9.046 pkt: 4134 | received
9.046 ACK: 4110 | sent
9.046 pkt: 4135 | received
9.046 ACK: 4110 | sent
9.048 pkt: 4136 | received
9.048 ACK: 4110 | sent
9.049 pkt: 4137 | received
9.049 ACK: 4110 | sent
9.050 pkt: 4138 | received
9.050 ACK: 4110 | sent
9.051 pkt: 4139 | received
9.051 ACK: 4110 | sent
9.052 pkt: 4140 | received
9.052 ACK: 4110 | sent
9.053 pkt: 4141 | received
9.053 ACK: 4110 | sent
9.054 pkt: 4142 | received
9.054 ACK: 4110 | sent
9.056 pkt: 4111 | received
9.056 ACK: 4126 | sent
9.057 pkt: 4111 | received
9.057 ACK: 4126 | sent
9.058 pkt: 4111 | received
9.058 ACK: 4126 | sent
9.059 pkt: 4111 | received
9.059 ACK: 4126 | sent
9.060 pkt: 4111 | received
9.060 ACK: 4126 | sent
9.061 pkt: 4111 | received
9.061 ACK: 4126 | sent
9.063 pkt: 4111 | received
9.064 ACK: 4126 | sent
9.064 pkt: 4111 | received
9.064 ACK: 4126 | sent
9.065 pkt: 4111 | received
9.065 ACK: 4126 | sent
9.066 pkt: 4111 | received
9.066 ACK: 4126 | sent
9.067 pkt: 4111 | received
9.067 ACK: 4126 | sent
9.068 pkt: 4111 | received
9.068 ACK: 4126 | sent
9.069 pkt: 4111 | received
9.069 ACK: 4126 | sent
9.070 pkt: 4111 | received
9.070 ACK: 4126 | sent
9.072 pkt: 4111 | received
9.072 ACK: 4126 | sent
9.073 pkt: 4111 | received
9.073 ACK: 4126 | sent
9.074 pkt: 4111 | received
9.074 ACK: 4126 | sent
9.075 pkt: 4111 | received
9.075 ACK: 4126 | sent
9.076 pkt: 4143 | received
9.076 ACK: 4126 | sent
9.080 pkt: 4144 | received
9.080 ACK: 4126 | sent
9.080 pkt: 4145 | received
9.080 ACK: 4126 | sent
9.082 pkt: 4146 | received
9.082 ACK: 4126 | sent
9.083 pkt: 4147 | received
9.083 ACK: 4126 | sent
9.083 pkt: 4148 | received
9.083 ACK: 4126 | sent
9.091 pkt: 4149 | received
9.091 ACK: 4126 | sent
9.091 pkt: 4150 | received
9.091 ACK: 4126 | sent
9.092 pkt: 4151 | received
9.092 ACK: 4126 | sent
9.107 pkt: 4152 | received
9.107 ACK: 4126 | sent
9.107 pkt: 4153 | received
9.107 ACK: 4126 | sent
9.108 pkt: 4154 | received
9.109 ACK: 4126 | sent
9.110 pkt: 4155 | received
9.110 ACK: 4126 | sent
9.111 pkt: 4156 | received
9.111 ACK: 4126 | sent
9.112 pkt: 4157 | received
9.112 ACK: 4126 | sent
9.119 pkt: 4158 | received
9.119 ACK: 4126 | sent
9.119 pkt: 4127 | received
9.119 ACK: 4158 | sent
9.119 pkt: 4127 | received
9.119 ACK: 4158 | sent
9.121 pkt: 4127 | received
9.121 ACK: 4158 | sent
9.121 pkt: 4127 | received
9.121 ACK: 4158 | sent
9.123 pkt: 4127 | received
9.123 ACK: 4158 | sent
9.124 pkt: 4127 | received
9.124 ACK: 4158 | sent
9.125 pkt: 4127 | received
9.125 ACK: 4158 | sent
9.127 pkt: 4127 | received
9.127 ACK: 4158 | sent
9.136 pkt: 4127 | received
9.136 ACK: 4158 | sent
9.136 pkt: 4127 | received
9.136 ACK: 4158 | sent
9.137 pkt: 4127 | received
9.137 ACK: 4158 | sent
9.138 pkt: 4127 | received
9.139 ACK: 4158 | sent
9.139 pkt: 4127 | received
9.139 ACK: 4158 | sent
9.140 pkt: 4127 | received
9.140 ACK: 4158 | sent
9.141 pkt: 4127 | received
9.142 ACK: 4158 | sent
9.146 pkt: 4159 | received
9.146 ACK: 4159 | sent
9.147 pkt: 4160 | received
9.147 ACK: 4160 | sent
9.148 pkt: 4161 | received
9.148 ACK: 4161 | sent
9.149 pkt: 4162 | received
9.149 ACK: 4162 | sent
9.150 pkt: 4163 | received
9.150 ACK: 4163 | sent
9.152 pkt: 4164 | received
9.152 ACK: 4164 | sent
9.152 pkt: 4165 | received
9.152 ACK: 4165 | sent
9.153 pkt: 4166 | received
9.153 ACK: 4166 | sent
9.155 pkt: 4167 | received
9.155 ACK: 4167 | sent
9.156 pkt: 4168 | received
9.156 ACK: 4168 | sent
9.157 pkt: 4169 | received
9.158 ACK: 4169 | sent
9.158 pkt: 4170 | received
9.158 ACK: 4170 | sent
9.159 pkt: 4171 | received
9.159 ACK: 4171 | sent
9.160 pkt: 4172 | received
9.160 ACK: 4172 | sent
9.162 pkt: 4173 | received
9.162 ACK: 4173 | sent
9.163 pkt: 4174 | received
9.163 ACK: 4174 | sent
9.164 pkt: 4175 | received
9.164 ACK: 4175 | sent
9.165 pkt: 4176 | received
9.165 ACK: 4176 | sent
9.166 pkt: 4177 | received
9.166 ACK: 4177 | sent
9.167 pkt: 4178 | received
9.167 ACK: 4178 | sent
9.168 pkt: 4179 | received
9.168 ACK: 4179 | sent
9.171 pkt: 4180 | received
9.171 ACK: 4180 | sent
9.171 pkt: 4181 | received
9.171 ACK: 4181 | sent
9.172 pkt: 4182 | received
9.172 ACK: 4182 | sent
9.173 pkt: 4183 | received
9.173 ACK: 4183 | sent
9.175 pkt: 4185 | received
9.175 ACK: 4183 | sent
9.175 pkt: 4186 | received
9.176 ACK: 4183 | sent
9.177 pkt: 4187 | received
9.177 ACK: 4183 | sent
9.178 pkt: 4188 | received
9.178 ACK: 4183 | sent
9.180 pkt: 4189 | received
9.180 ACK: 4183 | sent
9.180 pkt: 4190 | received
9.180 ACK: 4183 | sent
9.182 pkt: 4159 | received
